From,To,From_Lat,From_Lng,To_Lat,To_Lng,Distance_KM,Time_Min,Transfers,Buses,Route_Steps
"Afzalgunj","Miyapur",17.37331,78.47693,17.49669,78.36077,20.4,70,1,"9M → 9EM","9M: Afzalgunj → Erragadda (15 stops) | 9EM: Erragadda → Miyapur X Road (6 stops)"
"Afzalgunj","Sr Nagar",17.37331,78.47693,17.44027,78.44260,8.8,31,0,"9M","9M: Afzalgunj → Sr Nagar (13 stops)"
"Afzalgunj","Begumpet",17.37331,78.47693,17.10805,78.55358,37.2,126,1,"8A/253M → 478","8A/253M: Darul Shifa → Imamguda (15 stops) | 478: Imamguda → Begumpet (7 stops)"
"Afzalgunj","Tolichowki",17.37331,78.47693,17.39924,78.41552,9.3,32,1,"9M → 116G","9M: Afzalgunj → Lakdikapool (5 stops) | 116G: Lakdikapool → Tolichowki (5 stops)"
"Afzalgunj","Kondapur",17.37331,78.47693,17.46392,78.36725,18.1,62,1,"9M → 222A","9M: Afzalgunj → Lakdikapool (5 stops) | 222A: Lakdikapool → Kondapur (21 stops)"
"Afzalgunj","Madhapur",17.37331,78.47693,17.63017,78.77482,59.1,199,2,"8A/253M → 8A/178G → 546","8A/253M: Darul Shifa → Falaknuma Rly Bridge (5 stops) | 8A/178G: Falaknuma Rly Bridge → Bandlaguda (4 stops) | 546: Bandlaguda → Madhapur (13 stops)"
"Afzalgunj","Shamshabad",17.37331,78.47693,17.26205,78.38824,15.8,54,0,"AA","AA: Afzalgunj → Shamshabad (4 stops)"
"Alugadda Bhavi","Secunderabad Railway Station",17.43531,78.51438,17.43426,78.50158,1.4,5,0,"431","431: Alugadda Bhavi → Secunderabad Railway Station (3 stops)"
"Alugadda Bhavi","Afzalgunj",17.43531,78.51438,17.37331,78.47693,8.4,29,2,"280/20M → 102/277 → 1/25S","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 102/277: Gandhi Hospital → Badi Chowdi (7 stops) | 1/25S: Badi Chowdi → Afzalgunj (4 stops)"
"Alugadda Bhavi","Patny",17.43531,78.51438,17.44318,78.49625,2.1,7,0,"17H/47W","17H/47W: Alugadda Bhavi → Patny (3 stops)"
"Alugadda Bhavi","Cbs",17.43531,78.51438,17.37823,78.48168,7.7,26,2,"280/20M → 102/277 → 1/25S","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 102/277: Gandhi Hospital → Badi Chowdi (7 stops) | 1/25S: Badi Chowdi → Cbs (3 stops)"
"Alugadda Bhavi","Erragadda",17.43531,78.51438,17.45617,78.43378,10.5,36,1,"17H/47W → 19BM","17H/47W: Alugadda Bhavi → Rj College (10 stops) | 19BM: Rj College → Erragadda (3 stops)"
"Alugadda Bhavi","Gajularamaram X Road",17.43531,78.51438,17.50941,78.44817,13.5,45,3,"17H/47W → 431 → 567G → 171SM","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Bowenpally X Road (5 stops) | 567G: Bowenpally X Road → Chintal (4 stops) | 171SM: Chintal → Gajularamaram X Road (3 stops)"
"Alugadda Bhavi","Jbs",17.43531,78.51438,17.44757,78.49664,2.3,8,0,"AL","AL: Sangeet Junction → Jbs (2 stops)"
"Alugadda Bhavi","Hayathnagar Bus Station",17.43531,78.51438,17.32732,78.60489,19,64,1,"186 → 72/208C","186: Alugadda Bhavi → Lb Nagar X Road (8 stops) | 72/208C: Lb Nagar X Road → Hayathnagar Bus Station (10 stops)"
"Alugadda Bhavi","Rathifile Bus Station",17.43531,78.51438,17.43457,78.50488,1,4,0,"431","431: Alugadda Bhavi → Rathifile Bus Station (2 stops)"
"Alugadda Bhavi","Nampally Public Garoaden",17.43531,78.51438,17.39628,78.47082,7.2,25,1,"16/20 → 8C","16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 8C: Rbi Birlamandir → Public Garden (3 stops)"
"Alugadda Bhavi","Lakdikapool",17.43531,78.51438,17.40361,78.46497,6.4,22,0,"16/20","16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops)"
"Alugadda Bhavi","Ecil Bus Terminal",17.43531,78.51438,17.47253,78.57006,9.4,32,0,"17D","17D: Alugaddabavi → Ecil Bus Terminal (7 stops)"
"Alugadda Bhavi","Secretariat",17.43531,78.51438,17.40812,78.47182,5.5,19,0,"16/20","16/20: Alugadda Bhavi → Middle Tank Bund (4 stops)"
"Alugadda Bhavi","Patancheruvu",17.43531,78.51438,17.52903,78.26428,30.4,102,2,"17H/47W → 431 → 219/272G","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Hydernagar (10 stops) | 219/272G: Hydernagar → Patancheruvu (14 stops)"
"Alugadda Bhavi","Darul Shifa",17.43531,78.51438,17.37327,78.48299,9.1,31,2,"280/20M → 102/277 → 1/25S","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 102/277: Gandhi Hospital → Badi Chowdi (7 stops) | 1/25S: Badi Chowdi → Afzalgunj (4 stops)"
"Alugadda Bhavi","Plaza",17.43531,78.51438,17.44330,78.49066,2.8,10,0,"17H/47W","17H/47W: Alugadda Bhavi → Plaza (4 stops)"
"Alugadda Bhavi","Bluesea Cafe",17.43531,78.51438,17.43713,78.50515,1,4,0,"242","242: Alugadda Bhavi → Bluesea Cafe (2 stops)"
"Alugadda Bhavi","Tarnaka",17.43531,78.51438,17.42571,78.53223,2,8,0,"250/281","250/281: Alugaddabavi → Tarnaka (2 stops)"
"Alugadda Bhavi","Lb Nagar X Road",17.43531,78.51438,17.34699,78.55013,12.2,41,0,"186","186: Alugadda Bhavi → Lb Nagar X Road (8 stops)"
"Alugadda Bhavi","Lingampally Bs",17.43531,78.51438,17.49485,78.31689,23.5,79,2,"17H/47W → 431 → 219/272G","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Hydernagar (10 stops) | 219/272G: Hydernagar → Lingampally Bs (8 stops)"
"Alugadda Bhavi","Kukatpally",17.43531,78.51438,17.48385,78.41242,12.8,43,1,"17H/47W → 431","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Kukatpally (8 stops)"
"Alugadda Bhavi","Jublee Bus Station",17.43531,78.51438,17.44761,78.49758,2.6,9,0,"17H/47W","17H/47W: Alugadda Bhavi → Patny (3 stops)"
"Alugadda Bhavi","Ibrahimpatnam Bus Station",17.43531,78.51438,17.19144,78.64766,34.4,116,2,"186 → 300L/279K → 401","186: Alugadda Bhavi → Lb Nagar X Road (8 stops) | 300L/279K: Lb Nagar → Bongloor X Road (16 stops) | 401: Bongloor X Road → Ibrahimpatnam Bus Station (3 stops)"
"Alugadda Bhavi","Prashanth Nagar",17.43531,78.51438,17.47378,78.42698,3.9,14,1,"10Y/F → 16HP","10Y/F: Alugaddabavi → Malkajgiri (3 stops) | 16HP: Malkajgiri → Prashanth Nagar (2 stops)"
"Alugadda Bhavi","Moosapet",17.43531,78.51438,17.47081,78.42668,12.3,42,1,"17H/47W → 10JB","17H/47W: Alugadda Bhavi → Rj College (10 stops) | 10JB: Rj College → Moosapet (4 stops)"
"Alugadda Bhavi","Cherlapally Bus Stand",17.43531,78.51438,17.46329,78.61145,12.2,41,0,"250C/R","250C/R: Alugadda Bhavi → Cherlapally Bus Stand (8 stops)"
"Alugadda Bhavi","Koti Medical College",17.43531,78.51438,17.38310,78.48282,7.1,24,1,"280/20M → 102/277","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 102/277: Gandhi Hospital → Badi Chowdi (7 stops)"
"Alugadda Bhavi","Chadarghat",17.43531,78.51438,17.37722,78.49302,7.8,26,1,"280/20M → 1M/D","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 1M/D: Gandhi Hospital → Chadarghat (8 stops)"
"Alugadda Bhavi","Kachiguda X Road",17.43531,78.51438,17.39069,78.48938,6,21,1,"280/20M → 203K","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 203K: Gandhi Hospital → Kachiguda X Road (8 stops)"
"Alugadda Bhavi","Gandimaisamma",17.43531,78.51438,17.57508,78.42319,21.3,72,2,"17H/47W → 431 → 567G","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Bowenpally X Road (5 stops) | 567G: Bowenpally X Road → Gandimaisamma (8 stops)"
"Alugadda Bhavi","Mehdipatnam",17.43531,78.51438,17.39527,78.43980,9.3,31,2,"16/20 → 5R → 6L","16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 5R: Rbi Birlamandir → Mahavir Hospital (3 stops) | 6L: Mahavir Hospital → Mehdipatnam (2 stops)"
"Alugadda Bhavi","Bata",17.43531,78.51438,17.43600,78.49370,2.2,8,0,"431","431: Alugadda Bhavi → Secunderabad Railway Station (3 stops)"
"Alugadda Bhavi","Jntu X Rd",17.43531,78.51438,17.49672,78.39445,15.2,52,1,"17H/47W → 431","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Kphb Metro Station (9 stops)"
"Alugadda Bhavi","Super Bazar",17.43531,78.51438,17.37193,78.50992,9.3,32,1,"280/20M → 1M/D","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 1M/D: Gandhi Hospital → Super Bazar (11 stops)"
"Alugadda Bhavi","Race Course",17.43531,78.51438,17.45076,78.48820,3.8,13,1,"17H/47W → 171","17H/47W: Alugadda Bhavi → Patny (3 stops) | 171: Patny → Race Course (3 stops)"
"Alugadda Bhavi","Punjagutta",17.43531,78.51438,17.42645,78.45141,8.1,28,0,"17H/47W","17H/47W: Alugadda Bhavi → Punjagutta (11 stops)"
"Alugadda Bhavi","Balanagar",17.43531,78.51438,17.46697,78.44626,8.8,30,1,"17H/47W → 431","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Balanagar (6 stops)"
"Alugadda Bhavi","Chintal",17.43531,78.51438,17.49540,78.45210,11.9,40,2,"17H/47W → 431 → 567G","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Bowenpally X Road (5 stops) | 567G: Bowenpally X Road → Chintal (4 stops)"
"Alugadda Bhavi","Nanal Nagar",17.43531,78.51438,17.39620,78.42700,10.6,36,2,"16/20 → 5R → 116G","16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 5R: Rbi Birlamandir → Mahavir Hospital (3 stops) | 116G: Mahavir Hospital → Nanal Nagar (3 stops)"
"Alugadda Bhavi","Abids Gpo",17.43531,78.51438,17.38757,78.47617,7.8,26,1,"16/20 → 85M","16/20: Alugadda Bhavi → Kalpana (3 stops) | 85M: Middle Tank Bund → Abids Gpo (3 stops)"
"Alugadda Bhavi","Kachiguda Railway Station",17.43531,78.51438,17.38950,78.49726,6.7,23,1,"26/20 → 2V","26/20: Secunderabad → Musheerabad-2 Bus Depot (2 stops) | 2V: Musheerabad-2 Bus Depot → Kachiguda Station (5 stops)"
"Alugadda Bhavi","Ghatkesar Bus Station",17.43531,78.51438,17.45213,78.68231,20.3,68,1,"290/186 → 500","290/186: Alugadda Bhavi → Uppal X Road (5 stops) | 500: Uppal X Road → Ghatkesar Bus Station (2 stops)"
"Alugadda Bhavi","Chengicherla",17.43531,78.51438,17.43313,78.60845,15.5,52,1,"250C/R → 250C","250C/R: Alugadda Bhavi → Cherlapally Bus Stand (8 stops) | 250C: Cherlapally Bus Stand → Chengicherla (3 stops)"
"Alugadda Bhavi","Quthbullapur X Rd",17.43531,78.51438,17.49890,78.45176,12.3,41,2,"17H/47W → 431 → 567G","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Bowenpally X Road (5 stops) | 567G: Bowenpally X Road → Chintal (4 stops)"
"Alugadda Bhavi","Shapur Nagar",17.43531,78.51438,17.51600,78.44690,14.2,48,2,"17H/47W → 431 → 567G","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Bowenpally X Road (5 stops) | 567G: Bowenpally X Road → Shapur Nagar (5 stops)"
"Alugadda Bhavi","Panama Godown",17.43531,78.51438,17.33840,78.56864,14.5,49,0,"186","186: Alugadda Bhavi → Panama Godown (9 stops)"
"Alugadda Bhavi","Gachibowli X Road",17.43531,78.51438,17.43903,78.36295,20.9,70,0,"17H/47W","17H/47W: Alugadda Bhavi → Gachibowli X Road (26 stops)"
"Alugadda Bhavi","Abids Grammar School",17.43531,78.51438,17.39333,78.47625,7.7,26,1,"16/20 → 102B","16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 102B: Rbi Birlamandir → Abids Grammar School (3 stops)"
"Alugadda Bhavi","Dilsukhnagar",17.43531,78.51438,17.36862,78.52366,10.9,37,1,"280/20M → 1M/D","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 1M/D: Gandhi Hospital → Dilsukhnagar (13 stops)"
"Alugadda Bhavi","Sathamrai",17.43531,78.51438,17.27452,78.40118,23.9,80,1,"16/20 → 85M","16/20: Alugadda Bhavi → Kalpana (3 stops) | 85M: Middle Tank Bund → Sathamrai (11 stops)"
"Alugadda Bhavi","Gajularam X Road",17.43531,78.51438,17.51010,78.44771,13.6,46,3,"17H/47W → 431 → 567G → 9M/X","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Bowenpally X Road (5 stops) | 567G: Bowenpally X Road → Chintal (4 stops) | 9M/X: Chintal → Gajularam X Road (3 stops)"
"Alugadda Bhavi","Rc Puram",17.43531,78.51438,17.51362,78.28780,27.4,92,2,"17H/47W → 431 → 219/272G","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Hydernagar (10 stops) | 219/272G: Hydernagar → Rc Puram (12 stops)"
"Alugadda Bhavi","Kphb",17.43531,78.51438,17.49456,78.40081,14.6,50,1,"17H/47W → 431","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Kphb Metro Station (9 stops)"
"Alugadda Bhavi","Pisal Banda",17.43531,78.51438,17.33995,78.50379,12.3,42,3,"280/20M → 1M/D → 277K → 460","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 1M/D: Gandhi Hospital → Chadarghat (8 stops) | 277K: Chadarghat → Is Sadan (5 stops) | 460: Is Sadan → Pisal Banda (3 stops)"
"Alugadda Bhavi","Police Lines",17.43531,78.51438,17.44365,78.47499,4.4,15,0,"17H/47W","17H/47W: Alugadda Bhavi → Police Lines (5 stops)"
"Alugadda Bhavi","Uppal X Road",17.43531,78.51438,17.40126,78.56007,6.3,22,0,"290/186","290/186: Alugadda Bhavi → Uppal X Road (5 stops)"
"Alugadda Bhavi","Boats Club",17.43531,78.51438,17.42644,78.48664,3.2,11,1,"431 → 251M/A","431: Alugadda Bhavi → Secunderabad Railway Station (3 stops) | 251M/A: Secunderabad Railway Station → Boats Club (3 stops)"
"Alugadda Bhavi","Womens College",17.43531,78.51438,17.38481,78.48762,6.9,26,1,"280/20M → 1M/D","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 1M/D: Gandhi Hospital → Koti Womens College (7 stops)"
"Alugadda Bhavi","Hydernagar",17.43531,78.51438,17.49919,78.38352,16.4,55,1,"17H/47W → 431","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Hydernagar (10 stops)"
"Alugadda Bhavi","Charminar",17.43531,78.51438,17.35868,78.47403,10.9,37,3,"280/20M → 102/277 → 1/25S → 253M","280/20M: Alugadda Bhavi → Gandhi Hospital (4 stops) | 102/277: Gandhi Hospital → Badi Chowdi (7 stops) | 1/25S: Badi Chowdi → Afzalgunj (4 stops) | 253M: Afzalgunj → Charminar (3 stops)"
"Alugadda Bhavi","Hitech City",17.43531,78.51438,17.44995,78.38257,16.6,56,0,"17H/47W","17H/47W: Alugadda Bhavi → Hitech City (21 stops)"
"Alugadda Bhavi","Ameerpet",17.43531,78.51438,17.43155,78.44765,7.7,28,1,"17H/47W → 47YM","17H/47W: Alugadda Bhavi → Police Lines (5 stops) | 47YM: Police Lines → Kanaka Durga Temple (4 stops)"
"Alugadda Bhavi","Gandipet X Road",17.43531,78.51438,17.38500,78.33100,23.2,78,2,"16/20 → 5P → 120","16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 5P: Rbi Birlamandir → Mehdipatnam Bus Depot (6 stops) | 120: Mehdipatnam Bus Depot → Gandipet X Road (16 stops)"
"Alugadda Bhavi","Gachibowli",17.43531,78.51438,17.43966,78.36356,21,71,0,"17H/47W","17H/47W: Alugadda Bhavi → Gachibowli X Road (26 stops)"
"Alugadda Bhavi","Miyapur",17.43531,78.51438,17.49669,78.36077,19.1,64,2,"17H/47W → 431 → 10MN","17H/47W: Alugadda Bhavi → Patny (3 stops) | 431: Patny → Hydernagar (10 stops) | 10MN: Hydernagar → Miyapur (2 stops)"
"Alugadda Bhavi","Sr Nagar",17.43531,78.51438,17.44027,78.44260,8.9,30,1,"17H/47W → 19BM","17H/47W: Alugadda Bhavi → Rj College (10 stops) | 19BM: Rj College → Sr Nagar (2 stops)"
"Alugadda Bhavi","Tolichowki",17.43531,78.51438,17.39924,78.41552,11.9,40,2,"16/20 → 5R → 116G","16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 5R: Rbi Birlamandir → Mahavir Hospital (3 stops) | 116G: Mahavir Hospital → Tolichowki (4 stops)"
"Alugadda Bhavi","Kondapur",17.43531,78.51438,17.46392,78.36725,19.1,64,1,"17H/47W → 113Y/K","17H/47W: Alugadda Bhavi → Hitech City (21 stops) | 113Y/K: Hitech City → Kothaguda X Rd (3 stops)"
"Alugadda Bhavi","Madhapur",17.43531,78.51438,17.63017,78.77482,40.7,136,1,"17D → 546","17D: Alugaddabavi → Nagaram (8 stops) | 546: Nagaram → Madhapur (13 stops)"
"Alugadda Bhavi","Shamshabad",17.43531,78.51438,17.26205,78.38824,25.8,87,1,"16/20 → 85M","16/20: Alugadda Bhavi → Kalpana (3 stops) | 85M: Middle Tank Bund → Shamshabad (12 stops)"
"Patny","Secunderabad Railway Station",17.44318,78.49625,17.43426,78.50158,1.1,4,0,"10","10: Patny → Secunderabad Railway Station (2 stops)"
"Patny","Afzalgunj",17.44318,78.49625,17.37331,78.47693,8.8,30,0,"7Z/452","7Z/452: Patny → Afzalgunj (9 stops)"
"Patny","Alugadda Bhavi",17.44318,78.49625,17.43531,78.51438,2.5,9,0,"10Y/F","10Y/F: Patny → Alugaddabavi (3 stops)"
"Patny","Cbs",17.44318,78.49625,17.37823,78.48168,8,28,0,"7Z/452","7Z/452: Patny → Cbs (8 stops)"
"Patny","Erragadda",17.44318,78.49625,17.45617,78.43378,8.3,29,1,"47YM → 10KH","47YM: Patny → Kanaka Durga Temple (6 stops) | 10KH: Kanaka Durga Temple → Erragadda (5 stops)"
"Patny","Gajularamaram X Road",17.44318,78.49625,17.50941,78.44817,12.4,43,1,"186 → 30S","186: Patny → Balanagar (5 stops) | 30S: Balanagar → Gajularamaram X Road (7 stops)"
"Patny","Jbs",17.44318,78.49625,17.44757,78.49664,0.5,3,0,"",""
"Patny","Hayathnagar Bus Station",17.44318,78.49625,17.32732,78.60489,20.7,70,2,"49 → AL → 290U/F","49: Patny → Sangeeth Cross Road (4 stops) | AL: Sangeeth Cross Road → Nagole X Road (4 stops) | 290U/F: Nagole X Road → Hayathnagar Bus Station (10 stops)"
"Patny","Rathifile Bus Station",17.44318,78.49625,17.43457,78.50488,1.5,5,0,"219","219: Patny → Rathifile Bus Station (3 stops)"
"Patny","Nampally Public Garoaden",17.44318,78.49625,17.39628,78.47082,7.1,28,0,"AA","AA: Taj Tri-Star → Nampally Railway Station (5 stops)"
"Patny","Lakdikapool",17.44318,78.49625,17.40361,78.46497,5.6,23,0,"AA","AA: Taj Tri-Star → Secretariat (3 stops)"
"Patny","Ecil Bus Terminal",17.44318,78.49625,17.47253,78.57006,10.4,38,0,"37/8A","37/8A: Clock Tower → Ecil Bus Terminal (7 stops)"
"Patny","Secretariat",17.44318,78.49625,17.40812,78.47182,4.8,20,0,"100M","100M: Taj Tristar Patny → Secretariat (6 stops)"
"Patny","Patancheruvu",17.44318,78.49625,17.52903,78.26428,27.8,94,3,"186 → 9EM → 224L → 300A/217","186: Patny → Kukatpally (7 stops) | 9EM: Kukatpally → Miyapur X Road (4 stops) | 224L: Miyapur X Road → Lingampally Bs (5 stops) | 300A/217: Lingampally Bs → Patancheruvu (5 stops)"
"Patny","Darul Shifa",17.44318,78.49625,17.37327,78.48299,9.4,32,0,"7Z/452","7Z/452: Patny → Afzalgunj (9 stops)"
"Patny","Plaza",17.44318,78.49625,17.44330,78.49066,0.6,2,0,"",""
"Patny","Bluesea Cafe",17.44318,78.49625,17.43713,78.50515,1.2,4,0,"227G","227G: Patny → Bluesea Cafe (3 stops)"
"Patny","Tarnaka",17.44318,78.49625,17.42571,78.53223,4.3,15,1,"227G → 17S","227G: Patny → Bluesea Cafe (3 stops) | 17S: Bluesea Cafe → Tarnaka (4 stops)"
"Patny","Lb Nagar X Road",17.44318,78.49625,17.34699,78.55013,14.6,49,2,"49 → AL → 290U/F","49: Patny → Sangeeth Cross Road (4 stops) | AL: Sangeeth Cross Road → Nagole X Road (4 stops) | 290U/F: Nagole X Road → Lb Nagar X Road (4 stops)"
"Patny","Lingampally Bs",17.44318,78.49625,17.49485,78.31689,21,72,2,"186 → 9EM → 224L","186: Patny → Kukatpally (7 stops) | 9EM: Kukatpally → Miyapur X Road (4 stops) | 224L: Miyapur X Road → Lingampally Bs (5 stops)"
"Patny","Kukatpally",17.44318,78.49625,17.48385,78.41242,10.3,36,0,"186","186: Patny → Kukatpally (7 stops)"
"Patny","Jublee Bus Station",17.44318,78.49625,17.44761,78.49758,0.6,3,0,"",""
"Patny","Ibrahimpatnam Bus Station",17.44318,78.49625,17.19144,78.64766,36.9,124,2,"49 → AL → 279U","49: Patny → Sangeeth Cross Road (4 stops) | AL: Sangeeth Cross Road → Nagole X Road (4 stops) | 279U: Nagole X Road → Ibrahimpatnam Bus Station (19 stops)"
"Patny","Prashanth Nagar",17.44318,78.49625,17.47378,78.42698,8.4,30,0,"186","186: Patny → Prashanth Nagar (6 stops)"
"Patny","Moosapet",17.44318,78.49625,17.47081,78.42668,8.6,31,0,"186","186: Patny → Prashanth Nagar (6 stops)"
"Patny","Cherlapally Bus Stand",17.44318,78.49625,17.46329,78.61145,14.7,50,1,"10Y/F → 250C/R","10Y/F: Patny → Alugaddabavi (3 stops) | 250C/R: Alugadda Bhavi → Cherlapally Bus Stand (8 stops)"
"Patny","Koti Medical College",17.44318,78.49625,17.38310,78.48282,7.4,26,0,"7Z/452","7Z/452: Patny → Koti Medical College (7 stops)"
"Patny","Chadarghat",17.44318,78.49625,17.37722,78.49302,8.5,29,1,"219 → 1M/D","219: Patny → Rtc X Roads (7 stops) | 1M/D: Rtc X Roads → Chadarghat (5 stops)"
"Patny","Kachiguda X Road",17.44318,78.49625,17.39069,78.48938,6.7,23,1,"219 → 1J","219: Patny → Rtc X Roads (7 stops) | 1J: Rtc X Roads → Kachiguda X Road (5 stops)"
"Patny","Gandimaisamma",17.44318,78.49625,17.57508,78.42319,20.3,70,2,"186 → 30S → 217G/189M","186: Patny → Balanagar (5 stops) | 30S: Balanagar → Bahadurpally X Road (14 stops) | 217G/189M: Bahadur Pally X Road → Gandimaisamma (2 stops)"
"Patny","Mehdipatnam",17.44318,78.49625,17.39527,78.43980,8.5,32,1,"AA → 5R","AA: Taj Tri-Star → Secretariat (3 stops) | 5R: Secretariat → Mehdipatnam (6 stops)"
